sequence_name	coding_score	classification
XR_373729.2	0.07598	noncoding
XR_376250.2	0.05251	noncoding
XR_389966.2	0.05660	noncoding
XM_011246071.1	0.89686	coding
NR_133010.1	0.50860	coding
XR_001779883.1	0.03681	noncoding
XM_017322150.1	0.99135	coding
XR_001783116.1	0.01716	noncoding
NM_001357661.1	0.26894	noncoding
NM_001360657.1	0.99960	coding
XR_003947912.1	0.34025	noncoding
XR_003950220.1	0.15960	noncoding
XR_003950577.1	0.20039	noncoding
XR_001780855.2	0.03342	noncoding
XR_875049.2	0.11656	noncoding
XR_866879.2	0.07160	noncoding
XR_003955941.1	0.03116	noncoding
XR_869962.2	0.37852	noncoding
XR_870784.2	0.01407	noncoding
XR_003953541.1	0.05660	noncoding
NR_003270.2	0.06389	noncoding
XR_378957.1	0.11845	noncoding
XR_381371.1	0.08549	noncoding
XR_381815.1	0.02999	noncoding
XR_880799.1	0.04531	noncoding
XR_379206.2	0.03839	noncoding
NR_131165.1	0.02863	noncoding
NR_131916.1	0.05896	noncoding
XM_017316345.1	0.95763	coding
NM_183257.4	0.12956	noncoding
NM_001361294.1	0.99532	coding
XR_373792.3	0.05790	noncoding
XM_011243497.3	0.91925	coding
XR_001780268.2	0.10403	noncoding
XR_880192.2	0.14593	noncoding
XR_003954446.1	0.01807	noncoding
XR_867358.3	0.06573	noncoding
XR_867624.3	0.01006	noncoding
XR_003955842.1	0.02717	noncoding
XR_869836.2	0.18606	noncoding
XR_003953256.1	0.03376	noncoding
NM_001017429.2	0.94965	coding
NM_025650.2	0.29150	noncoding
NR_040587.1	0.08112	noncoding
XR_866810.1	0.00980	noncoding
XR_881141.1	0.03864	noncoding
XR_386966.2	0.03315	noncoding
XR_001783481.1	0.22073	noncoding
XR_003951618.1	0.29128	noncoding
XR_001783429.2	0.55432	coding
XR_375829.3	0.09524	noncoding
XR_003956446.1	0.10846	noncoding
XR_377905.2	0.02225	noncoding
XR_378154.3	0.13474	noncoding
XR_001778777.2	0.02856	noncoding
NR_166636.1	0.04143	noncoding
NM_153115.1	0.20669	noncoding
NM_001253797.1	0.78468	coding
XR_387965.1	0.17949	noncoding
XR_381811.1	0.04091	noncoding
NM_153173.4	0.99122	coding
XR_377579.2	0.04296	noncoding
XR_391597.2	0.09409	noncoding
XR_871349.1	0.25405	noncoding
NR_149257.1	0.03801	noncoding
XR_003950221.1	0.14725	noncoding
XR_003951603.1	0.44499	noncoding
XR_003954558.1	0.06040	noncoding
XR_001785402.2	0.03507	noncoding
NR_040500.1	0.06949	noncoding
XR_377163.1	0.09499	noncoding
XR_872514.1	0.04193	noncoding
XR_877180.1	0.02475	noncoding
NM_026055.2	0.19904	noncoding
NM_001317065.1	0.95625	coding
XR_873092.2	0.01406	noncoding
XR_001783839.1	0.07975	noncoding
XR_003947894.1	0.05500	noncoding
XR_865824.2	0.05042	noncoding
XR_871604.3	0.75836	coding
XR_003948990.1	0.51837	coding
XR_384857.3	0.09771	noncoding
XR_001784947.2	0.03284	noncoding
XR_003956491.1	0.02554	noncoding
XR_003946866.1	0.08184	noncoding
XR_001778520.2	0.20992	noncoding
XR_870487.2	0.39222	noncoding
XR_879357.2	0.01665	noncoding
XR_003953275.1	0.05500	noncoding
NR_166466.1	0.02220	noncoding
NR_040746.1	0.02050	noncoding
NM_001256050.1	0.13479	noncoding
XR_865656.1	0.71453	coding
XR_379089.2	0.36972	noncoding
XR_379172.2	0.03009	noncoding
XR_870924.1	0.31041	noncoding
XR_880030.1	0.05931	noncoding
XR_874938.1	0.03074	noncoding
XR_877883.1	0.15214	noncoding
NM_001364010.1	0.94364	coding
XR_874161.3	0.68732	coding
XR_378194.3	0.14380	noncoding
XR_389944.3	0.14380	noncoding
NR_167997.1	0.05683	noncoding
NM_011312.2	0.84404	coding
NM_001085517.2	0.88219	coding
NM_001110009.2	0.97332	coding
NM_175663.2	0.99496	coding
NR_126066.1	0.93744	coding
XR_865971.1	0.14461	noncoding
XR_881368.1	0.30294	noncoding
XR_868652.1	0.09557	noncoding
XR_865352.2	0.03179	noncoding
NR_155541.1	0.51636	coding
XM_006516690.3	0.99899	coding
XR_385784.3	0.01177	noncoding
XR_003952920.1	0.05438	noncoding
XR_375888.2	0.03198	noncoding
XR_868963.3	0.75012	coding
NM_029336.2	0.69997	coding
NM_026982.1	0.90124	coding
NM_009407.2	0.59743	coding
XR_376257.1	0.06040	noncoding
XR_870176.1	0.14783	noncoding
XR_871325.1	0.01962	noncoding
XR_001780208.1	0.08906	noncoding
XR_872963.2	0.00595	noncoding
XR_873111.2	0.03772	noncoding
XR_382495.3	0.05287	noncoding
XR_003954449.1	0.09161	noncoding
XR_390945.2	0.01189	noncoding
NM_181394.3	0.95114	coding
NR_040526.1	0.01789	noncoding
XR_867051.1	0.12028	noncoding
XR_871367.1	0.06754	noncoding
XR_873823.1	0.40269	noncoding
NM_001305431.1	0.96801	coding
XR_001779744.1	0.05247	noncoding
XR_001781423.1	0.03383	noncoding
XR_380778.2	0.18940	noncoding
XM_030247292.1	0.91297	coding
XR_873972.2	0.07036	noncoding
XR_875051.2	0.08259	noncoding
XR_003946662.1	0.04951	noncoding
XR_870786.2	0.07420	noncoding
XR_865138.3	0.07920	noncoding
NM_016983.1	0.99520	coding
NR_038149.1	0.71948	coding
NR_040666.1	0.05624	noncoding
XR_382374.1	0.04562	noncoding
XR_868710.1	0.06118	noncoding
XR_882209.1	0.01469	noncoding
XR_869923.1	0.01334	noncoding
XR_877198.1	0.03071	noncoding
XR_001779651.1	0.22443	noncoding
XR_872557.2	0.85198	coding
XR_872566.2	0.85198	coding
XR_001781999.1	0.02215	noncoding
NR_155440.1	0.05509	noncoding
XR_381637.3	0.10844	noncoding
XR_001781880.2	0.01718	noncoding
XR_001783818.2	0.46776	noncoding
XR_390637.3	0.10865	noncoding
XR_869365.2	0.02930	noncoding
XR_391212.2	0.36019	noncoding
XR_882290.2	0.49932	noncoding
NM_026919.1	0.97904	coding
NR_046190.1	0.03396	noncoding
NM_001033123.3	0.03848	noncoding
NR_131005.1	0.18249	noncoding
XR_001781739.1	0.01585	noncoding
XR_001781888.1	0.04302	noncoding
XR_001782001.1	0.21566	noncoding
XR_001778350.1	0.01262	noncoding
NM_011336.2	0.92870	coding
XR_865201.3	0.07815	noncoding
XR_865449.2	0.01435	noncoding
XR_003949761.1	0.07965	noncoding
XR_001780848.2	0.03929	noncoding
XR_874826.2	0.01573	noncoding
XM_030249170.1	0.79206	coding
XR_003954130.1	0.04045	noncoding
XR_867304.2	0.21770	noncoding
XR_003953476.1	0.07965	noncoding
NM_207276.3	0.78270	coding
NM_020582.3	0.99059	coding
NM_010031.2	0.81335	coding
NM_026958.3	0.81679	coding
NM_001177521.1	0.93324	coding
NM_001270555.1	0.93112	coding
XR_373212.1	0.14858	noncoding
XR_383265.1	0.07278	noncoding
XR_383685.1	0.03256	noncoding
XR_389572.1	0.37025	noncoding
XR_878425.1	0.05530	noncoding
XR_386408.3	0.01807	noncoding
XR_001784450.1	0.09073	noncoding
XR_001783025.1	0.09073	noncoding
NR_153843.1	0.05960	noncoding
XR_001780604.2	0.09123	noncoding
XR_868372.2	0.05962	noncoding
NM_001039119.2	0.10781	noncoding
NR_033639.1	0.66975	coding
XR_880609.1	0.13617	noncoding
XR_871015.1	0.05354	noncoding
XR_001779912.1	0.05526	noncoding
XR_866771.2	0.05789	noncoding
XR_001784550.1	0.03045	noncoding
XR_001780722.2	0.05780	noncoding
XR_874212.3	0.03217	noncoding
XR_003951558.1	0.14912	noncoding
XR_003954571.1	0.01523	noncoding
XR_867737.2	0.29688	noncoding
XR_377961.3	0.02775	noncoding
XR_003947494.1	0.16153	noncoding
NM_020563.3	0.95917	coding
NM_018730.3	0.99858	coding
NM_001164046.1	0.79648	coding
NM_001199959.1	0.79648	coding
NM_001199965.1	0.79648	coding
NM_001267704.1	0.79648	coding
NM_183268.4	0.94173	coding
NM_001281524.1	0.53064	coding
NM_001281523.1	0.53064	coding
XR_390993.1	0.03787	noncoding
XR_389710.2	0.16256	noncoding
XR_868141.1	0.52509	coding
XR_869568.1	0.07019	noncoding
XR_874748.1	0.05318	noncoding
XR_001779644.2	0.10837	noncoding
XR_001780216.2	0.21519	noncoding
XR_872804.2	0.07627	noncoding
XR_003950224.1	0.24005	noncoding
XR_383670.3	0.03276	noncoding
XR_003956391.1	0.01115	noncoding
NM_001195634.2	0.94147	coding
XR_377996.1	0.20444	noncoding
NR_126076.1	0.02487	noncoding
XR_868334.2	0.12461	noncoding
XR_001778051.1	0.12014	noncoding
XR_003952335.1	0.57029	coding
XR_003952855.1	0.07656	noncoding
XR_878667.3	0.32401	noncoding
XR_379225.4	0.35518	noncoding
XR_379508.3	0.06887	noncoding
XR_003953371.1	0.57029	coding
NM_001082545.1	0.96834	coding
NR_045479.1	0.02839	noncoding
XR_389634.1	0.01540	noncoding
XR_390210.1	0.11385	noncoding
XR_867293.1	0.26732	noncoding
XR_881367.1	0.18635	noncoding
XR_881983.1	0.20959	noncoding
XR_870128.1	0.20643	noncoding
XR_874944.1	0.04037	noncoding
NM_178210.2	0.98177	coding
XR_001778270.1	0.08754	noncoding
XR_001780624.2	0.04174	noncoding
XR_383925.3	0.01754	noncoding
XR_877021.3	0.31215	noncoding
XR_003954497.1	0.78228	coding
XR_003955163.1	0.07712	noncoding
XR_868548.2	0.03180	noncoding
NR_153814.2	0.06372	noncoding
NM_009258.5	0.97231	coding
XR_379655.1	0.18681	noncoding
XR_380259.1	0.01131	noncoding
XR_865658.1	0.11692	noncoding
XR_866456.1	0.15719	noncoding
XR_376128.2	0.02306	noncoding
XR_378880.2	0.03001	noncoding
XR_373508.3	0.56196	coding
XR_877369.2	0.00881	noncoding
NM_032541.2	0.11079	noncoding
NR_152734.1	0.33349	noncoding
XR_874218.2	0.02215	noncoding
XR_866458.3	0.06975	noncoding
XM_030244503.1	0.52249	coding
XR_387097.4	0.01359	noncoding
XR_003953255.1	0.84665	coding
XM_030251690.1	0.97929	coding
XM_030251738.1	0.97929	coding
NR_166124.1	0.02883	noncoding
NM_007851.2	0.86767	coding
NM_001270542.1	0.93141	coding
NM_001270543.1	0.92894	coding
XR_389112.1	0.05049	noncoding
XR_878597.1	0.07446	noncoding
XR_380716.2	0.10949	noncoding
XR_879818.1	0.01620	noncoding
XR_874943.1	0.05161	noncoding
XR_391608.3	0.41859	noncoding
NR_152131.1	0.01462	noncoding
NM_001177487.2	0.79314	coding
XR_872969.2	0.02159	noncoding
XR_874217.2	0.01966	noncoding
XR_874722.3	0.11510	noncoding
XR_003955942.1	0.00888	noncoding
XR_870274.3	0.04037	noncoding
NR_164353.1	0.23105	noncoding
NM_001101603.1	0.04602	noncoding
NM_183112.3	0.99044	coding
NR_045595.1	0.28637	noncoding
NR_073044.1	0.13953	noncoding
XR_377980.2	0.07545	noncoding
XR_871919.1	0.65826	coding
XR_877536.1	0.05276	noncoding
XR_373489.3	0.02554	noncoding
NR_152104.1	0.19086	noncoding
XR_878617.2	0.16863	noncoding
XR_872805.2	0.28726	noncoding
XR_381456.2	0.01713	noncoding
XR_873873.3	0.52423	coding
XR_383839.2	0.02880	noncoding
XR_868934.2	0.02450	noncoding
XR_870585.3	0.03386	noncoding
NM_001372466.1	0.84440	coding
NM_001378690.1	0.47053	noncoding
NM_025983.3	0.81017	coding
NM_001099295.2	0.76079	coding
NM_183253.3	0.95208	coding
NM_007848.2	0.77584	coding
NM_207658.4	0.94805	coding
NM_001024225.2	0.66238	coding
NR_045324.1	0.01479	noncoding
NM_001256073.1	0.91784	coding
XR_870328.1	0.02134	noncoding
XR_877888.1	0.16036	noncoding
XR_001782154.1	0.16612	noncoding
XR_001785432.1	0.01104	noncoding
NM_001099329.3	0.88803	coding
XR_003947914.1	0.14158	noncoding
XR_873607.2	0.01169	noncoding
XR_003951628.1	0.01573	noncoding
XM_006523137.3	0.58031	coding
XR_001782142.2	0.22848	noncoding
XR_003953946.1	0.08411	noncoding
XR_376086.3	0.18949	noncoding
XR_868179.3	0.17411	noncoding
XR_001784263.2	0.12597	noncoding
XR_003947524.1	0.14231	noncoding
XR_882404.3	0.17411	noncoding
NM_010734.2	0.26958	noncoding
NM_001039121.1	0.61867	coding
NM_001082543.1	0.94826	coding
NM_001099674.1	0.82583	coding
NM_001012307.2	0.76391	coding
NR_045731.1	0.01702	noncoding
XR_375309.1	0.34256	noncoding
XR_389765.1	0.72167	coding
NR_110476.1	0.01965	noncoding
XR_878467.1	0.01410	noncoding
XR_388014.2	0.03565	noncoding
XR_880299.2	0.25660	noncoding
XR_001781039.1	0.03998	noncoding
XR_001782161.1	0.22655	noncoding
XR_871411.2	0.02862	noncoding
XR_001779654.2	0.10825	noncoding
XR_001780325.2	0.04528	noncoding
XR_003950980.1	0.07820	noncoding
XR_003951503.1	0.02331	noncoding
XR_001784499.2	0.07851	noncoding
XR_003946702.1	0.04866	noncoding
XR_003953344.1	0.19381	noncoding
NR_045427.1	0.11068	noncoding
XR_374568.2	0.01577	noncoding
XR_866736.1	0.12930	noncoding
XR_388184.2	0.04850	noncoding
XR_878043.1	0.00844	noncoding
NM_001310633.1	0.83439	coding
XR_373657.3	0.44535	noncoding
XR_373345.3	0.01784	noncoding
XR_003948853.1	0.04427	noncoding
XR_380547.3	0.40706	noncoding
XR_380635.2	0.04875	noncoding
NM_001378686.1	0.52523	coding
NR_167935.1	0.13053	noncoding
NR_030729.1	0.06115	noncoding
NR_033452.1	0.04218	noncoding
NR_038002.1	0.08270	noncoding
NR_040484.1	0.01740	noncoding
NR_045325.1	0.02627	noncoding
XR_390800.1	0.32823	noncoding
XR_390192.1	0.32823	noncoding
XR_870992.1	0.14488	noncoding
XR_874386.1	0.20052	noncoding
XR_877305.1	0.13900	noncoding
NR_131000.2	0.30129	noncoding
XR_872684.2	0.06287	noncoding
XR_001783503.1	0.02222	noncoding
XR_390479.3	0.01246	noncoding
XR_865506.2	0.13903	noncoding
XR_872022.2	0.18664	noncoding
XR_384083.2	0.08887	noncoding
XR_876259.2	0.60439	coding
XR_868597.3	0.02630	noncoding
XR_001785396.2	0.16029	noncoding
XR_388818.1	0.04583	noncoding
XR_868132.1	0.66439	coding
XR_871341.1	0.30649	noncoding
XR_381875.2	0.01633	noncoding
XR_878077.1	0.11549	noncoding
XR_873183.2	0.01197	noncoding
XR_001782517.1	0.01751	noncoding
NM_001360128.1	0.97252	coding
NR_157041.1	0.17286	noncoding
XR_380696.3	0.16491	noncoding
XR_003951576.1	0.04271	noncoding
XR_374557.4	0.11920	noncoding
XR_003954046.1	0.01521	noncoding
XR_880722.3	0.02927	noncoding
XR_003955213.1	0.04692	noncoding
XR_003946868.1	0.01528	noncoding
NR_167714.1	0.01277	noncoding
NM_025523.1	0.94041	coding
NM_001082547.1	0.96600	coding
NM_173869.3	0.95894	coding
NM_001101501.1	0.59317	coding
NM_145157.3	0.90156	coding
XR_373914.2	0.39959	noncoding
XR_875991.1	0.10264	noncoding
XR_001781612.1	0.02066	noncoding
XR_003947954.1	0.03132	noncoding
XR_003952333.1	0.77919	coding
XR_386683.3	0.03222	noncoding
XR_003954035.1	0.02533	noncoding
XR_001784481.2	0.05632	noncoding
XR_879147.2	0.12685	noncoding
XR_003948161.1	0.06479	noncoding
XR_001779324.2	0.12465	noncoding
XR_001782948.2	0.05632	noncoding
XR_001783004.2	0.77919	coding
NR_027772.1	0.01544	noncoding
XR_375301.2	0.58466	coding
XR_380789.2	0.07004	noncoding
XR_381063.2	0.02980	noncoding
XR_868404.2	0.04140	noncoding
XM_006540168.3	0.78186	coding
XR_871862.2	0.00997	noncoding
XR_388590.4	0.30766	noncoding
NM_025288.2	0.88594	coding
NM_026851.2	0.93503	coding
NM_001177580.1	0.80627	coding
XR_866180.1	0.02386	noncoding
XR_870599.1	0.07072	noncoding
XR_879841.1	0.08461	noncoding
XR_386911.2	0.17077	noncoding
XR_881886.2	0.05832	noncoding
NM_001355521.1	0.98838	coding
XM_006537451.3	0.86863	coding
NM_001167790.1	0.76165	coding
XR_388601.1	0.07449	noncoding
XR_869140.1	0.39386	noncoding
XR_872686.1	0.02680	noncoding
XR_386813.2	0.18356	noncoding
NR_131006.2	0.10743	noncoding
XR_380238.3	0.24885	noncoding
XR_003949005.1	0.02132	noncoding
XM_006536721.3	0.86895	coding
NM_007850.2	0.81842	coding
XR_384091.1	0.16365	noncoding
XR_386960.1	0.27610	noncoding
NR_126478.1	0.03792	noncoding
XR_865813.1	0.19105	noncoding
XR_870519.1	0.01572	noncoding
XR_871951.1	0.11407	noncoding
XR_384298.2	0.25187	noncoding
XR_865805.2	0.04589	noncoding
XR_001780196.1	0.06343	noncoding
NR_146400.1	0.12108	noncoding
XR_380881.3	0.27676	noncoding
XR_383679.4	0.01773	noncoding
XR_003955161.1	0.04264	noncoding
XR_003955212.1	0.16090	noncoding
XR_870502.3	0.01561	noncoding
NR_166651.1	0.00996	noncoding
NM_001044750.1	0.98952	coding
XR_379584.1	0.17912	noncoding
XR_382341.1	0.01265	noncoding
NM_178211.2	0.98791	coding
XR_870310.1	0.15812	noncoding
XR_874219.1	0.08511	noncoding
XR_001780123.1	0.04749	noncoding
XR_001782534.1	0.48442	noncoding
XM_017315535.2	0.69006	coding
XR_374344.2	0.01636	noncoding
XM_017320428.2	0.66629	coding
XR_378800.2	0.02605	noncoding
XR_861543.3	0.03968	noncoding
NR_027866.1	0.05421	noncoding
NR_033784.1	0.34095	noncoding
XR_378590.1	0.19426	noncoding
XR_868242.1	0.04153	noncoding
XR_872005.1	0.07234	noncoding
XR_001778050.1	0.13212	noncoding
XR_391571.3	0.11131	noncoding
XR_003949006.1	0.01979	noncoding
XR_003950942.1	0.13449	noncoding
XR_876342.2	0.12438	noncoding
XR_003952576.1	0.02210	noncoding
XR_879317.2	0.54547	coding
NR_167757.1	0.02263	noncoding
NM_013638.2	0.97665	coding
NR_040620.1	0.01638	noncoding
NR_024067.2	0.16681	noncoding
XR_386131.1	0.34041	noncoding
XR_867726.1	0.02611	noncoding
XR_389317.2	0.02517	noncoding
XR_871909.1	0.02666	noncoding
NR_136929.1	0.76120	coding
XR_865203.2	0.00372	noncoding
XR_873950.2	0.03759	noncoding
XR_385617.4	0.20932	noncoding
XR_003955912.1	0.10865	noncoding
XR_003953635.1	0.20932	noncoding
XR_391570.1	0.31220	noncoding
XR_866517.1	0.55466	coding
XR_880798.1	0.03868	noncoding
XR_867739.1	0.09270	noncoding
XR_881808.1	0.03232	noncoding
XR_385790.2	0.02482	noncoding
XR_866513.2	0.01865	noncoding
NM_175657.3	0.99225	coding
XR_388800.2	0.39520	noncoding
XR_880251.2	0.01604	noncoding
XR_003949837.1	0.01836	noncoding
XM_006526187.2	0.67330	coding
XR_003954081.1	0.47581	noncoding
XR_003954134.1	0.01361	noncoding
XR_003955913.1	0.05664	noncoding
XR_878996.2	0.02932	noncoding
NM_001001444.2	0.57257	coding
NM_001195421.1	0.99272	coding
NR_046187.1	0.03132	noncoding
XR_385063.1	0.05341	noncoding
NR_130164.1	0.02903	noncoding
XR_375341.2	0.07067	noncoding
XR_001785446.1	0.10020	noncoding
XR_001782977.1	0.10020	noncoding
NM_030146.1	0.93234	coding
XR_872253.2	0.03558	noncoding
XR_003950199.1	0.04121	noncoding
XR_877816.2	0.02369	noncoding
XR_003955141.1	0.04317	noncoding
XR_003955839.1	0.18107	noncoding
XR_870876.3	0.18868	noncoding
NM_001177522.1	0.86353	coding
NR_040468.1	0.43651	noncoding
NR_040695.1	0.01323	noncoding
NM_001256066.1	0.93973	coding
XR_874940.1	0.01660	noncoding
XR_876634.1	0.08590	noncoding
XR_872962.2	0.00555	noncoding
XR_001778761.1	0.01442	noncoding
XR_373886.3	0.18987	noncoding
XR_388653.3	0.01700	noncoding
XR_001783385.2	0.88899	coding
XR_003954657.1	0.02905	noncoding
XR_003955774.1	0.02975	noncoding
NR_166890.1	0.01806	noncoding
NM_001177481.1	0.80570	coding
NR_102683.1	0.03953	noncoding
NM_175656.3	0.99518	coding
XR_376966.2	0.01583	noncoding
NR_131162.1	0.25729	noncoding
NM_001308091.1	0.94404	coding
XR_001778936.1	0.01993	noncoding
XR_001782013.1	0.07934	noncoding
XR_001778357.1	0.05913	noncoding
XR_003949561.1	0.02847	noncoding
XR_876991.3	0.61867	coding
XR_375286.2	0.17056	noncoding
XR_376050.3	0.01431	noncoding
XR_003954701.1	0.01330	noncoding
XR_003956547.1	0.08409	noncoding
NM_206935.1	0.99645	coding
NR_002868.1	0.98896	coding
NM_011463.2	0.09834	noncoding
NR_045303.1	0.09657	noncoding
NR_045422.1	0.52253	coding
XR_389674.1	0.66127	coding
XR_380919.1	0.06180	noncoding
XR_381562.2	0.01062	noncoding
NM_175654.3	0.98599	coding
XM_030243286.1	0.83830	coding
XR_003949004.1	0.09650	noncoding
XR_871877.3	0.83578	coding
XR_003950188.1	0.21179	noncoding
XR_003952630.1	0.01659	noncoding
XR_877928.2	0.08114	noncoding
XR_386564.2	0.01883	noncoding
XR_003953352.1	0.54667	coding
NR_045157.1	0.73104	coding
NM_001286405.1	0.60081	coding
XR_878421.1	0.01848	noncoding
XR_867048.1	0.08446	noncoding
XR_871910.1	0.01685	noncoding
XR_001782766.1	0.02128	noncoding
NM_001355518.1	0.98721	coding
NR_152732.1	0.02586	noncoding
XR_872359.3	0.51817	coding
XR_874551.3	0.33722	noncoding
XR_001781602.2	0.03439	noncoding
XR_869842.3	0.01109	noncoding
XR_869869.3	0.05310	noncoding
XR_870545.3	0.01829	noncoding
NR_026831.1	0.99475	coding
XR_882045.1	0.17820	noncoding
XR_877999.1	0.15257	noncoding
XR_001785039.1	0.12231	noncoding
NM_013637.5	0.51783	coding
XR_865494.2	0.02902	noncoding
XR_003950976.1	0.06136	noncoding
XR_003950981.1	0.05018	noncoding
XR_383329.4	0.17184	noncoding
XR_375224.3	0.56038	coding
XR_376049.2	0.01949	noncoding
XR_003954576.1	0.06174	noncoding
XR_003955776.1	0.03048	noncoding
XR_003956462.1	0.01611	noncoding
XR_869864.3	0.03069	noncoding
XR_389849.4	0.03622	noncoding
NM_001033499.1	0.99285	coding
NM_001034037.1	0.98900	coding
NR_045267.1	0.22067	noncoding
XR_389110.1	0.03319	noncoding
XR_865451.1	0.02117	noncoding
XR_880709.1	0.02732	noncoding
XR_867681.1	0.12280	noncoding
XR_869188.1	0.09889	noncoding
XR_873375.2	0.03195	noncoding
XR_001783960.1	0.19418	noncoding
NM_027360.3	0.44216	noncoding
NM_001205035.2	0.99820	coding
XM_030244966.1	0.91792	coding
XR_003952358.1	0.06306	noncoding
XR_869579.2	0.07705	noncoding
XR_870313.3	0.04533	noncoding
XR_389894.3	0.07705	noncoding
XM_030251748.1	0.69814	coding
NM_001270613.1	0.87483	coding
XR_376280.2	0.02629	noncoding
XR_001780531.1	0.03488	noncoding
XR_376121.2	0.58646	coding
XR_001785046.1	0.10761	noncoding
XR_001780538.2	0.03647	noncoding
XR_003950551.1	0.82584	coding
XR_003950943.1	0.08149	noncoding
XR_003952334.1	0.88925	coding
XR_003955948.1	0.15810	noncoding
XR_879015.2	0.03267	noncoding
XR_378871.4	0.00766	noncoding
XR_003953382.1	0.18058	noncoding
NR_166469.1	0.07373	noncoding
NR_001579.1	0.14723	noncoding
NM_001037502.2	0.54763	coding
XR_385407.1	0.03904	noncoding
XR_873564.1	0.01108	noncoding
XR_878078.1	0.08920	noncoding
XR_001781717.1	0.02706	noncoding
XR_870418.2	0.02869	noncoding
NM_001205033.2	0.99654	coding
XR_373284.3	0.02826	noncoding
XR_001779584.2	0.03978	noncoding
XR_375916.3	0.04405	noncoding
XM_030252969.1	0.57598	coding
XR_376908.2	0.01948	noncoding
XR_003956358.1	0.21061	noncoding
XR_003948171.1	0.06603	noncoding
XR_003948277.1	0.38360	noncoding
NM_025587.2	0.99046	coding
NR_045936.1	0.06272	noncoding
XR_385180.1	0.08273	noncoding
XR_880423.1	0.00757	noncoding
NM_001355384.1	0.73968	coding
XR_001778970.2	0.02588	noncoding
XR_003954668.1	0.03375	noncoding
XR_001783007.2	0.03880	noncoding
XR_003953633.1	0.08273	noncoding
NR_045304.1	0.01097	noncoding
NR_045930.1	0.58568	coding
XR_384299.1	0.51917	coding
XR_865186.1	0.01430	noncoding
XR_878076.1	0.31054	noncoding
XR_878656.2	0.01535	noncoding
XR_871745.2	0.05225	noncoding
XR_381107.2	0.09822	noncoding
XM_030247442.1	0.98115	coding
XR_001781773.2	0.02721	noncoding
XR_003952293.1	0.07329	noncoding
XR_867448.3	0.06419	noncoding
XR_390374.3	0.12877	noncoding
XR_003953381.1	0.16868	noncoding
NR_040460.1	0.12565	noncoding
XR_387975.1	0.01902	noncoding
XR_001780986.1	0.50688	coding
XR_001781696.1	0.02355	noncoding
NR_144489.1	0.04137	noncoding
XR_876981.3	0.09049	noncoding
XR_003954554.1	0.16010	noncoding
NR_167715.1	0.01265	noncoding
NM_009944.3	0.73223	coding
NM_026506.2	0.95405	coding
NR_045160.1	0.02380	noncoding
NR_073361.1	0.02289	noncoding
NM_001286406.1	0.90372	coding
XR_381936.1	0.08972	noncoding
XR_880437.1	0.02983	noncoding
XR_880439.1	0.02983	noncoding
XR_882353.1	0.02983	noncoding
XR_882354.1	0.02983	noncoding
XR_379625.3	0.33971	noncoding
NM_001048058.2	0.97441	coding
XR_381173.3	0.05554	noncoding
XR_003950122.1	0.19093	noncoding
XR_873415.2	0.21944	noncoding
XR_376590.3	0.00804	noncoding
XR_376882.4	0.01626	noncoding
XR_388209.4	0.09661	noncoding
XR_870820.2	0.05129	noncoding
NM_013650.2	0.96400	coding
XR_386879.1	0.08288	noncoding
XR_387009.1	0.03551	noncoding
XR_881814.1	0.02233	noncoding
XR_385067.2	0.01735	noncoding
NR_130996.1	0.03039	noncoding
XR_001780126.1	0.10791	noncoding
XR_001785247.1	0.06078	noncoding
NM_016844.3	0.69228	coding
NR_155870.1	0.06273	noncoding
XR_878455.3	0.04261	noncoding
XR_003950553.1	0.32797	noncoding
XR_001781026.2	0.05492	noncoding
XM_030249983.1	0.96128	coding
XR_003952271.1	0.07433	noncoding
XR_390425.4	0.14758	noncoding
XR_003946683.1	0.03753	noncoding
NR_166055.1	0.07844	noncoding
NR_045319.1	0.02858	noncoding
XR_374615.1	0.09665	noncoding
XR_880408.1	0.03511	noncoding
XR_869353.1	0.82178	coding
XR_378922.2	0.89121	coding
XR_872155.1	0.01475	noncoding
XR_382622.2	0.06263	noncoding
XR_874392.1	0.03747	noncoding
XR_873043.2	0.73201	coding
XR_001784524.1	0.29074	noncoding
NM_008631.3	0.48058	noncoding
XR_387305.3	0.01282	noncoding
XR_003950280.1	0.09792	noncoding
XR_382665.3	0.27643	noncoding
XM_030247920.1	0.53638	coding
XR_003952660.1	0.01560	noncoding
XR_869159.2	0.06340	noncoding
XR_882292.2	0.59478	coding
NR_166149.1	0.01750	noncoding
NM_001177485.1	0.71235	coding
NR_033785.1	0.03220	noncoding
XR_390002.1	0.03803	noncoding
XR_381243.2	0.06767	noncoding
XR_875949.1	0.19380	noncoding
XR_001783946.1	0.15644	noncoding
XR_872726.2	0.07669	noncoding
XR_872786.2	0.04592	noncoding
NM_001199953.1	0.97170	coding
NR_045909.1	0.12607	noncoding
XR_882191.1	0.07751	noncoding
XR_872178.1	0.03953	noncoding
XR_874529.2	0.02491	noncoding
NM_001040027.3	0.06262	noncoding
XR_867790.2	0.04746	noncoding
NR_153815.2	0.66157	coding
NM_001037752.2	0.61023	coding
NM_001195601.1	0.10935	noncoding
NR_045627.2	0.10983	noncoding
XR_389367.1	0.09509	noncoding
XR_381307.1	0.06732	noncoding
XR_879132.1	0.01285	noncoding
XR_871318.1	0.03966	noncoding
XR_382539.2	0.03800	noncoding
