go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0023061	BP	4	1577	4	2.2604560871235697	0.00025781946925921726	4	signal release	['Transcript_10670.0', 'Transcript_19329.0', 'Transcript_22207.0', 'Transcript_278134.0']
GO:0071705	BP	12	4721	4	2.2574034092158963	9.784454873315205e-13	12	nitrogen compound transport	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0044283	BP	8	3125	3	2.2471296167698713	2.323309891814671e-08	8	small molecule biosynthetic process	['Transcript_10566.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:0045666	BP	6	104	7	2.2470336402470044	0.00631070639203331	6	positive regulation of neuron differentiation	['Transcript_102519.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0051240	BP	6	2334	4	2.2411154873192514	3.086068805662526e-06	6	positive regulation of multicellular organismal process	['Transcript_102519.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0090304	BP	19	7341	4	2.2313225156900196	9.361807299862418e-20	19	nucleic acid metabolic process	['Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0033554	BP	14	5384	3	2.2245969148857725	2.6202736610513267e-14	14	cellular response to stress	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0044267	BP	21	8057	4	2.221198759744134	1.0247452703702394e-21	21	cellular protein metabolic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_213447.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_8966.0']
GO:0044281	BP	15	5746	2	2.2189408242570647	2.8797665929806672e-15	15	small molecule metabolic process	['Transcript_101038.0', 'Transcript_10566.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_21915.0', 'Transcript_259687.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_68467.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0019538	BP	23	8807	3	2.2183621368267974	9.696704839340347e-24	23	protein metabolic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_213447.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_22207.0', 'Transcript_237021.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_8966.0']
GO:0048925	BP	4	1522	5	2.2092417858366047	0.0003437847704554857	4	lateral line system development	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0042493	BP	3	1139	3	2.206078673320015	0.0033488349895526917	3	response to drug	['Transcript_142907.0', 'Transcript_241184.0', 'Transcript_45430.0']
GO:0042692	BP	3	1138	4	2.2048114839184856	0.003348683517638423	3	muscle cell differentiation	['Transcript_196303.0', 'Transcript_19653.0', 'Transcript_241184.0']
GO:0043412	BP	21	7962	4	2.2040868756456486	3.1527148172829208e-21	21	macromolecule modification	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_213447.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_8966.0']
GO:0006807	BP	40	15075	2	2.1954314291205064	1.4506788298051697e-43	40	nitrogen compound metabolic process	['Transcript_101038.0', 'Transcript_10566.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_237021.0', 'Transcript_254523.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_40953.0', 'Transcript_48093.0', 'Transcript_58099.0', 'Transcript_68467.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0032259	BP	3	1130	2	2.194633698914453	0.003338195906689823	3	methylation	['Transcript_18460.0', 'Transcript_185711.0', 'Transcript_285446.0']
GO:0010608	BP	3	1124	6	2.186952961832829	0.004778221706708904	3	posttranscriptional regulation of gene expression	['Transcript_133708.0', 'Transcript_207314.0', 'Transcript_8966.0']
GO:0048882	BP	4	1487	4	2.1756780743854782	0.0006706664596205694	4	lateral line development	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0044237	BP	44	16313	2	2.17179202478769	1.8546034857564477e-47	44	cellular metabolic process	['Transcript_101038.0', 'Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_142907.0', 'Transcript_145078.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_254523.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_40953.0', 'Transcript_45430.0', 'Transcript_48093.0', 'Transcript_58099.0', 'Transcript_68467.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0048666	BP	5	1814	4	2.1405197879742195	0.000126933557590698	5	neuron development	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:1901617	BP	3	1077	4	2.125329176156111	0.006278254853698912	3	organic hydroxy compound biosynthetic process	['Transcript_10566.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0072358	BP	4	1433	4	2.122312036595205	0.0008628196468255984	4	cardiovascular system development	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:0006950	BP	18	6431	2	2.1183915150295145	2.9517192628341444e-16	18	response to stress	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_188599.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_233817.0', 'Transcript_236739.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_77714.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0001944	BP	4	1428	4	2.117269406362159	0.0008605468674352045	4	vasculature development	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:0043414	BP	3	1068	3	2.113222573299457	0.006225476953101694	3	macromolecule methylation	['Transcript_18460.0', 'Transcript_185711.0', 'Transcript_285446.0']
GO:0019637	BP	9	3200	3	2.1114203306654717	5.66987934150163e-08	9	organophosphate metabolic process	['Transcript_10566.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_21915.0', 'Transcript_259687.0', 'Transcript_48093.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0045184	BP	11	3891	3	2.1039827886686178	1.048106762787118e-09	11	establishment of protein localization	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0006996	BP	24	8481	4	2.102545310164235	1.5824306107191967e-21	24	organelle organization	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_145078.0', 'Transcript_18281.0', 'Transcript_18460.0', 'Transcript_185363.0', 'Transcript_185711.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_211997.0', 'Transcript_212947.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_241184.0', 'Transcript_247529.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_45430.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0006302	BP	3	1059	6	2.1010135156042398	0.00886862459241931	3	double-strand break repair	['Transcript_12601.0', 'Transcript_277684.0', 'Transcript_85763.0']
GO:0044248	BP	15	5269	3	2.093912011098018	4.78530105514713e-13	15	cellular catabolic process	['Transcript_101038.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_45430.0', 'Transcript_48093.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0007010	BP	14	4905	5	2.0901716413820566	2.851049601471039e-12	14	cytoskeleton organization	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_18281.0', 'Transcript_185363.0', 'Transcript_196303.0', 'Transcript_211997.0', 'Transcript_22207.0', 'Transcript_241184.0', 'Transcript_247529.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0015031	BP	11	3766	4	2.0568748083099906	2.7656468526279314e-09	11	protein transport	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0042886	BP	11	3766	5	2.0568748083099906	2.7656468526279314e-09	11	amide transport	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0015833	BP	11	3766	5	2.0568748083099906	2.7656468526279314e-09	11	peptide transport	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0016043	BP	39	13060	3	2.024954199904604	1.2624120871770083e-33	39	cellular component organization	['Transcript_102519.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_12601.0', 'Transcript_145078.0', 'Transcript_18281.0', 'Transcript_18460.0', 'Transcript_185363.0', 'Transcript_185711.0', 'Transcript_188599.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_247529.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_77714.0', 'Transcript_85763.0', 'Transcript_8966.0', 'Transcript_92122.0', 'Transcript_99859.0']
GO:0065003	BP	12	3987	5	2.013614531609234	1.7138797704690862e-09	12	protein-containing complex assembly	['Transcript_188599.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0001568	BP	4	1328	3	2.0125285736799845	0.002131611180582826	4	blood vessel development	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:1901564	BP	31	10269	3	2.009300909677178	2.0189550062498924e-25	31	organonitrogen compound metabolic process	['Transcript_101038.0', 'Transcript_10566.0', 'Transcript_10670.0', 'Transcript_11892.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_196303.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_213447.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_22207.0', 'Transcript_237021.0', 'Transcript_254523.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_40953.0', 'Transcript_48093.0', 'Transcript_58099.0', 'Transcript_68467.0', 'Transcript_85668.0', 'Transcript_8966.0']
GO:0043604	BP	4	1318	5	2.0016237973411113	0.0029676284637621298	4	amide biosynthetic process	['Transcript_187368.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_8966.0']
GO:0048884	BP	4	1304	5	1.986217296564137	0.002883848424447901	4	neuromast development	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0006793	BP	14	4511	3	1.9693657909948086	1.60082326691008e-10	14	phosphorus metabolic process	['Transcript_10566.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_198025.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_291214.0', 'Transcript_48093.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0044260	BP	29	9337	3	1.9682515149545283	2.6423287208414393e-22	29	cellular macromolecule metabolic process	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_18460.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_190433.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_21915.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_254523.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_58099.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0006796	BP	14	4499	4	1.9655228718545013	1.5918378855504248e-10	14	phosphate-containing compound metabolic process	['Transcript_10566.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_198025.0', 'Transcript_21915.0', 'Transcript_22207.0', 'Transcript_259687.0', 'Transcript_267416.0', 'Transcript_291214.0', 'Transcript_48093.0', 'Transcript_85668.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0071840	BP	41	13100	2	1.957216329027151	1.6631571799744895e-32	41	cellular component organization or biogenesis	['Transcript_102519.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_12601.0', 'Transcript_145078.0', 'Transcript_18281.0', 'Transcript_18460.0', 'Transcript_185363.0', 'Transcript_185711.0', 'Transcript_188599.0', 'Transcript_190433.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_213447.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_231300.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_247529.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_279518.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_45430.0', 'Transcript_77714.0', 'Transcript_85763.0', 'Transcript_8966.0', 'Transcript_92122.0', 'Transcript_99859.0']
GO:0007017	BP	13	4116	2	1.9440766910859355	1.9599028943371363e-09	13	microtubule-based process	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_18281.0', 'Transcript_185363.0', 'Transcript_211997.0', 'Transcript_22207.0', 'Transcript_247529.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0009056	BP	18	5689	2	1.9415235065855083	4.984504853779828e-13	18	catabolic process	['Transcript_101038.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_18460.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_45430.0', 'Transcript_48093.0', 'Transcript_86125.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:1901615	BP	4	1250	3	1.925201521882509	0.00541589025657612	4	organic hydroxy compound metabolic process	['Transcript_10566.0', 'Transcript_116851.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0006412	BP	4	1247	5	1.9217348921627297	0.005378870099465114	4	translation	['Transcript_187368.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_8966.0']
GO:0043043	BP	4	1247	5	1.9217348921627297	0.005378870099465114	4	peptide biosynthetic process	['Transcript_187368.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_8966.0']
GO:0006414	BP	4	1245	5	1.919419169288503	0.005365216131476223	4	translational elongation	['Transcript_187368.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_8966.0']
GO:1901575	BP	16	4971	3	1.9168095302756676	2.7982000445631323e-11	16	organic substance catabolic process	['Transcript_101038.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_18460.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_212436.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_86125.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0043933	BP	14	4229	4	1.8762350653042572	2.163873239732876e-09	14	protein-containing complex subunit organization	['Transcript_18460.0', 'Transcript_188599.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_247529.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0000226	BP	12	3621	3	1.8746991030880809	6.242530764913587e-08	12	microtubule cytoskeleton organization	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_12207.0', 'Transcript_18281.0', 'Transcript_185363.0', 'Transcript_211997.0', 'Transcript_22207.0', 'Transcript_247529.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0034622	BP	11	3317	6	1.8737208204837843	2.7083185720089754e-07	11	cellular protein-containing complex assembly	['Transcript_188599.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0001525	BP	3	904	3	1.8727056040270909	0.028886440321624508	3	angiogenesis	['Transcript_133708.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:0031503	BP	8	2312	4	1.8124148248337386	5.2052366971980326e-05	8	protein-containing complex localization	['Transcript_116851.0', 'Transcript_18281.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0045596	BP	4	1152	5	1.8074141437753721	0.013253049796690968	4	negative regulation of cell differentiation	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0034470	BP	4	1149	7	1.8036522249791729	0.013159125728938731	4	ncRNA processing	['Transcript_133708.0', 'Transcript_219127.0', 'Transcript_231300.0', 'Transcript_8966.0']
GO:0009611	BP	4	1135	3	1.7859657245113367	0.01289507453896313	4	response to wounding	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0048514	BP	4	1102	4	1.7433976509042168	0.01718428518415819	4	blood vessel morphogenesis	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:0006281	BP	6	1610	5	1.7053716146138826	0.0019499308612430813	6	DNA repair	['Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_277684.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0043603	BP	7	1807	4	1.649515011140055	0.001173525415039467	7	cellular amide metabolic process	['Transcript_187368.0', 'Transcript_196303.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_219288.0', 'Transcript_40953.0', 'Transcript_8966.0']
GO:0051094	BP	6	1530	4	1.631842579191917	0.0045874587632619875	6	positive regulation of developmental process	['Transcript_102519.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0022607	BP	21	5293	4	1.6150416581891747	7.058632437128212e-10	21	cellular component assembly	['Transcript_116851.0', 'Transcript_18281.0', 'Transcript_185363.0', 'Transcript_188599.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_212436.0', 'Transcript_212947.0', 'Transcript_214865.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_241184.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_285446.0', 'Transcript_45430.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0045597	BP	6	1468	5	1.572162894455116	0.00812474937245196	6	positive regulation of cell differentiation	['Transcript_102519.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0022402	BP	10	2374	2	1.5286652670876038	0.00033676610061328437	10	cell cycle process	['Transcript_12207.0', 'Transcript_18460.0', 'Transcript_185363.0', 'Transcript_185711.0', 'Transcript_211997.0', 'Transcript_212947.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0006518	BP	7	1645	4	1.514006088898059	0.004666628336866959	7	peptide metabolic process	['Transcript_187368.0', 'Transcript_196303.0', 'Transcript_207314.0', 'Transcript_211621.0', 'Transcript_219288.0', 'Transcript_40953.0', 'Transcript_8966.0']
GO:0000977	MF	5	11523	6	4.807789796697919	2.3353263280012594e-57	5	RNA polymerase II transcription regulatory region sequence-specific DNA binding	['Transcript_102519.0', 'Transcript_152734.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:1990837	MF	6	11587	6	4.552746106455831	2.3530361329263807e-56	6	sequence-specific double-stranded DNA binding	['Transcript_102519.0', 'Transcript_152734.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0001067	MF	6	11551	4	4.5482567760572445	3.316220273927519e-56	6	regulatory region nucleic acid binding	['Transcript_102519.0', 'Transcript_152734.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0000976	MF	6	11551	5	4.5482567760572445	3.316220273927519e-56	6	transcription regulatory region sequence-specific DNA binding	['Transcript_102519.0', 'Transcript_152734.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0038023	MF	6	10789	2	4.449800173114404	1.1842965964053014e-51	6	signaling receptor activity	['Transcript_101038.0', 'Transcript_212947.0', 'Transcript_241184.0', 'Transcript_28339.0', 'Transcript_284187.0', 'Transcript_47970.0']
GO:0003690	MF	7	11608	5	4.3329660243422	3.462936671610513e-55	7	double-stranded DNA binding	['Transcript_102519.0', 'Transcript_133708.0', 'Transcript_152734.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0004888	MF	6	9692	3	4.29510533106325	5.222558239289373e-45	6	transmembrane signaling receptor activity	['Transcript_101038.0', 'Transcript_212947.0', 'Transcript_241184.0', 'Transcript_28339.0', 'Transcript_284187.0', 'Transcript_47970.0']
GO:0008509	MF	3	4766	4	4.271089877802174	6.582854665019605e-21	3	anion transmembrane transporter activity	['Transcript_11892.0', 'Transcript_190433.0', 'Transcript_2214.0']
GO:0051020	MF	3	4753	4	4.26714932791424	1.028161904461359e-20	3	GTPase binding	['Transcript_19643.0', 'Transcript_277684.0', 'Transcript_8966.0']
GO:0015079	MF	3	3935	6	3.9946745620067525	1.5277348219265977e-16	3	potassium ion transmembrane transporter activity	['Transcript_284550.0', 'Transcript_85205.0', 'Transcript_85668.0']
GO:0043565	MF	9	11659	5	3.9767205733945956	4.927263789090717e-53	9	sequence-specific DNA binding	['Transcript_102519.0', 'Transcript_152734.0', 'Transcript_190433.0', 'Transcript_2214.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0005179	MF	4	5101	5	3.9540535277300024	2.354272187198209e-21	4	hormone activity	['Transcript_219127.0', 'Transcript_241184.0', 'Transcript_64968.0', 'Transcript_8966.0']
