go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0098590	CC	8	9909	3	2.8897704869834406	1.4721303357691127e-16	8	plasma membrane region	['Transcript_1140.0', 'Transcript_142592.0', 'Transcript_196906.0', 'Transcript_233853.0', 'Transcript_257761.0', 'Transcript_26959.0', 'Transcript_36245.0', 'Transcript_47950.0']
GO:0000785	CC	4	4508	2	2.7535185321489797	6.006170293753262e-07	4	chromatin	['Transcript_195139.0', 'Transcript_20259.0', 'Transcript_20276.0', 'Transcript_244212.0']
GO:0005912	CC	3	3248	5	2.695620148440779	5.244624968203868e-05	3	adherens junction	['Transcript_100840.0', 'Transcript_142592.0', 'Transcript_47950.0']
GO:0098827	CC	5	5150	3	2.62367535404734	1.0978369549797277e-07	5	endoplasmic reticulum subcompartment	['Transcript_116902.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_46586.0', 'Transcript_84481.0']
GO:0005789	CC	5	5132	4	2.618624092179079	1.0978369549797277e-07	5	endoplasmic reticulum membrane	['Transcript_116902.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_46586.0', 'Transcript_84481.0']
GO:0005768	CC	4	4007	6	2.583553526407557	6.299540386607434e-06	4	endosome	['Transcript_137150.0', 'Transcript_225184.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:0005921	CC	5	147	5	2.5070090180742395	0.01139560853095358	5	gap junction	['Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:0042175	CC	6	5256	3	2.3900337915779324	3.903028050515396e-07	6	nuclear outer membrane-endoplasmic reticulum membrane network	['Transcript_116902.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_233853.0', 'Transcript_46586.0', 'Transcript_84481.0']
GO:0016020	CC	17	14104	2	2.3116006500466013	6.231180938737541e-20	17	membrane	['Transcript_112853.0', 'Transcript_1140.0', 'Transcript_116902.0', 'Transcript_12046.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_142592.0', 'Transcript_196906.0', 'Transcript_233853.0', 'Transcript_257761.0', 'Transcript_258684.0', 'Transcript_26959.0', 'Transcript_274841.0', 'Transcript_36245.0', 'Transcript_46586.0', 'Transcript_47950.0', 'Transcript_84481.0']
GO:0099503	CC	5	3994	6	2.2569372545333692	3.202945472006934e-05	5	secretory vesicle	['Transcript_43910.0', 'Transcript_46586.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:0031984	CC	8	6259	2	2.226963192920638	6.195183635613071e-08	8	organelle subcompartment	['Transcript_116902.0', 'Transcript_12046.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_142592.0', 'Transcript_46586.0', 'Transcript_47950.0', 'Transcript_84481.0']
GO:1990234	CC	6	4675	3	2.2210348809179643	5.131066550868899e-06	6	transferase complex	['Transcript_130021.0', 'Transcript_241138.0', 'Transcript_262421.0', 'Transcript_27013.0', 'Transcript_34277.0', 'Transcript_68583.0']
GO:0097708	CC	8	6119	4	2.194326915811516	1.0978369549797277e-07	8	intracellular vesicle	['Transcript_137150.0', 'Transcript_225184.0', 'Transcript_34277.0', 'Transcript_43910.0', 'Transcript_46586.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:0031410	CC	8	6119	5	2.194326915811516	1.0978369549797277e-07	8	cytoplasmic vesicle	['Transcript_137150.0', 'Transcript_225184.0', 'Transcript_34277.0', 'Transcript_43910.0', 'Transcript_46586.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:0031982	CC	8	6119	4	2.194326915811516	1.0978369549797277e-07	8	vesicle	['Transcript_137150.0', 'Transcript_225184.0', 'Transcript_34277.0', 'Transcript_43910.0', 'Transcript_46586.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:1902494	CC	9	6852	2	2.1876311666184454	1.5836307377145022e-08	9	catalytic complex	['Transcript_130021.0', 'Transcript_20259.0', 'Transcript_241138.0', 'Transcript_258684.0', 'Transcript_262421.0', 'Transcript_266508.0', 'Transcript_27013.0', 'Transcript_34277.0', 'Transcript_68583.0']
GO:0031090	CC	12	9003	3	2.1664743355750473	3.6503906563248834e-11	12	organelle membrane	['Transcript_112853.0', 'Transcript_116902.0', 'Transcript_12046.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_142592.0', 'Transcript_233853.0', 'Transcript_258684.0', 'Transcript_274841.0', 'Transcript_46586.0', 'Transcript_47950.0', 'Transcript_84481.0']
GO:0045202	CC	9	6148	3	2.031223180225218	3.3044653233046505e-07	9	synapse	['Transcript_112853.0', 'Transcript_147566.0', 'Transcript_165407.0', 'Transcript_196906.0', 'Transcript_257761.0', 'Transcript_31608.0', 'Transcript_36245.0', 'Transcript_43910.0', 'Transcript_98532.0']
GO:0005773	CC	15	9810	5	1.9683935574748417	4.3088516838523456e-11	15	vacuole	['Transcript_112853.0', 'Transcript_116902.0', 'Transcript_12046.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_142592.0', 'Transcript_225184.0', 'Transcript_233853.0', 'Transcript_245678.0', 'Transcript_43910.0', 'Transcript_46586.0', 'Transcript_47950.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:0043231	CC	16	9966	4	1.8980455906602913	8.529392415609749e-11	16	intracellular membrane-bounded organelle	['Transcript_112853.0', 'Transcript_116902.0', 'Transcript_12046.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_142592.0', 'Transcript_225184.0', 'Transcript_233853.0', 'Transcript_245678.0', 'Transcript_258684.0', 'Transcript_43910.0', 'Transcript_46586.0', 'Transcript_47950.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:0043227	CC	17	10220	3	1.8468914665514033	8.529392415609749e-11	17	membrane-bounded organelle	['Transcript_112853.0', 'Transcript_116902.0', 'Transcript_12046.0', 'Transcript_130021.0', 'Transcript_137150.0', 'Transcript_142592.0', 'Transcript_225184.0', 'Transcript_233853.0', 'Transcript_245678.0', 'Transcript_258684.0', 'Transcript_34277.0', 'Transcript_43910.0', 'Transcript_46586.0', 'Transcript_47950.0', 'Transcript_64946.0', 'Transcript_84481.0', 'Transcript_98532.0']
GO:0005667	CC	4	2359	2	1.8192064352162216	0.013707892277843501	4	transcription regulator complex	['Transcript_195139.0', 'Transcript_20259.0', 'Transcript_20276.0', 'Transcript_244212.0']
GO:0070161	CC	8	4129	3	1.6268234351529365	0.0009521135961067669	8	anchoring junction	['Transcript_100840.0', 'Transcript_142592.0', 'Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_43910.0', 'Transcript_47950.0', 'Transcript_98532.0']
GO:0005911	CC	8	4129	4	1.6268234351529365	0.0009521135961067669	8	cell-cell junction	['Transcript_100840.0', 'Transcript_142592.0', 'Transcript_230834.0', 'Transcript_241138.0', 'Transcript_269791.0', 'Transcript_43910.0', 'Transcript_47950.0', 'Transcript_98532.0']
GO:0030054	CC	15	7668	2	1.6129907580363911	5.496901198284409e-07	15	cell junction	['Transcript_100840.0', 'Transcript_112853.0', 'Transcript_142592.0', 'Transcript_147566.0', 'Transcript_165407.0', 'Transcript_196906.0', 'Transcript_230834.0', 'Transcript_241138.0', 'Transcript_257761.0', 'Transcript_269791.0', 'Transcript_31608.0', 'Transcript_36245.0', 'Transcript_43910.0', 'Transcript_47950.0', 'Transcript_98532.0']
